movie_id,num_trials,num_events
894,1,0
895,571,244
896,2,1
897,4,1
898,4,1
899,4,3
900,28,19
901,11,4
902,6,3
903,5,5
904,1,0
905,3,3
906,210,114
907,6,3
908,3,0
909,1,0
910,5,2
911,3,0
912,7,1
913,32,24
914,2,2
915,4,2
916,2,1
917,5,2
918,6,3
919,3,1
920,4,1
921,4,1
922,6,1
923,274,117
924,24,15
925,2,1
926,2,2
927,4,2
928,2,1
929,27,19
930,1172,768
931,1,0
932,57,36
933,2,2
934,1,1
935,2,2
936,2,0
937,688,433
938,1874,1365
939,3,2
940,1,0
941,186,118
942,1,0
943,4,1
944,9,6
945,2,2
946,242,138
947,1515,1129
948,56,31
949,298,147
950,46,14
951,540,232
952,9653,3976
953,610,120
954,52,41
955,2,0
956,1,0
957,109,46
958,3,1
959,2,0
960,33,13
961,16,4
962,5,4
963,1,1
964,11,3
965,62,39
966,33,23
967,2,2
968,106,78
969,4,0
970,107,65
971,16,3
972,10,4
973,1,0
974,3,3
975,196,146
976,5,3
977,3,1
978,125,81
979,209,67
980,26,7
981,2,1
982,9,3
983,2,1
984,833,510
985,4,3
986,1,0
987,5,2
988,3,1
989,2,2
990,4,1
991,300,174
992,1,0
993,1,0
994,2,2
995,4,4
996,3,3
997,206,116
998,4,3
999,15,11
1000,1,0
1001,1,1
1002,776,232
1003,82,45
1004,17,8
1005,417,70
1006,2,1
1007,5224,3777
1008,37,10
1009,5,2
1010,6,5
1011,3,1
1012,81,56
1013,5279,2172
1014,4,0
1015,584,432
1016,19,16
1017,4141,1747
1018,1,1
1019,4,2
1020,1,0
1021,391,210
1022,15,8
1023,3,0
1024,979,704
1025,1,1
1026,583,210
1027,3,2
1028,1,0
1029,2,1
1030,3,1
1031,3,3
1032,360,267
1033,3,1
1034,3,1
1035,30,23
1036,3,2
1037,14,12
1038,1,0
1039,6,1
1040,2,1
1041,41,23
1042,8580,6582
1043,7,2
1044,3,2
1045,148,89
1046,4,0
1047,2,0
1048,73,38
1049,11,7
1050,37,7
1051,9,6
1052,2,1
1053,13,6
1054,4,2
1055,1,1
1056,960,126
1057,2,1
1058,5,0
1059,7,3
1060,5,2
1061,424,282
1062,120,35
1063,187,148
1064,25,15
1065,2,2
1066,51,31
1067,1,0
1068,5,1
1069,3,3
1070,7,3
1071,1,0
1072,46,31
1073,2,0
1074,35,19
1075,2,1
1076,10,5
1077,111,66
1078,2,2
1079,8,4
1080,56,37
1081,1,1
1082,3,1
1083,44,15
1084,12,10
1085,3,2
1086,15,3
1087,13,1
1088,338,202
1089,5,2
1090,634,302
1091,55,31
1092,9584,5952
1093,3,1
1094,7,4
1095,18,10
1096,11,8
1097,2,1
1098,5,0
1099,122,83
1100,24867,13545
1101,3,2
1102,1,1
1103,8,0
1104,4,1
1105,1,0
1106,1,0
1107,9,4
1108,3,3
1109,2,1
1110,9,3
1111,7,2
1112,1,0
1113,2,0
1114,81491,65060
1115,5,2
1116,49,16
1117,15,10
1118,1,0
1119,46,29
1120,1547,1120
1121,3,1
1122,1,0
1123,4,1
1124,3,3
1125,210,76
1126,26,17
1127,8,3
1128,33,2
1129,1591,1020
1130,1,0
1131,11,5
1132,4,1
1133,18,10
1134,1,0
1135,4,0
1136,2,0
1137,7,2
1138,2,2
1139,1,1
1140,24,7
1141,12,4
1142,49,23
1143,1,1
1144,2,1
1145,48,33
1146,163,71
1147,1588,923
1148,30,20
1149,1,1
1150,5,3
1151,3,1
1152,5,3
1153,53,13
1154,1,1
1155,2,1
1156,3,3
1157,8,1
1158,1,1
1159,2,1
1160,2,1
1161,4524,2179
1162,6,0
1163,3,0
1164,1,0
1165,1,0
1166,4,2
1167,58,27
1168,1,0
1169,1,1
1170,2314,1153
1171,13,8
1172,1,0
1173,1,0
1174,3,1
1175,4,4
1176,1,0
1177,1,1
1178,313,257
1179,7,3
1180,137,107
1181,59,35
1182,7964,5415
1183,5,1
1184,25,3
1185,46,27
1186,7343,6206
1187,2,2
1188,1,0
1189,1,0
1190,1,1
1191,2,1
1192,1,0
1193,44,32
1194,112,27
1195,65,8
1196,3,0
1197,33,23
1198,2,1
1199,1,1
1200,112,55
1201,83,22
1202,2633,2285
1203,3,0
1204,119,18
1205,1,0
1206,7,4
1207,26,13
1208,2,1
1209,48,10
1210,11,7
1211,2,0
1212,24,3
1213,6,1
1214,4,2
1215,11,4
1216,5,2
1217,130,26
1218,5,2
1219,9,4
1220,21,6
1221,2,2
1222,11,5
1223,1,0
1224,10,3
1225,1,0
1226,146,95
1227,5,1
1228,23,12
1229,91,72
1230,7,4
1231,1,1
1232,5,4
1233,1,0
1234,1,0
1235,42,9
1236,9,2
1237,191,92
1238,5169,1615
1239,1,0
1240,16,9
1241,9,4
1242,2,2
1243,10,5
1244,7,3
1245,17,6
1246,163,16
1247,1,1
1248,2,1
1249,2,1
1250,18,12
1251,6,0
1252,3,2
1253,9,4
1254,2,1
1255,1,1
1256,2,2
1257,15833,11693
1258,1,1
1259,1,1
1260,5,5
1261,42,32
1262,338,239
1263,5,2
1264,7,0
1265,28,23
1266,15,6
1267,1,1
1268,5,0
1269,65,27
1270,12993,3307
1271,3,0
1272,4,2
1273,14,8
1274,7,3
1275,2,0
1276,5,2
1277,1,1
1278,7,2
1279,6,1
1280,15,6
1281,1,0
1282,13,5
1283,3,3
1284,96,32
1285,367,98
1286,74,39
1287,2,0
1288,1,0
1289,15,3
1290,52,18
1291,4605,2736
1292,1,1
1293,6,1
1294,1,0
1295,1,1
1296,6,1
1297,5,1
1298,3,1
1299,2,1
1300,2,2
1301,34,23
1302,11,7
1303,15,8
1304,3,0
1305,1,0
1306,1,1
1307,1,0
1308,1231,373
1309,2,0
1310,5,2
1311,3,2
1312,154,96
1313,98,39
1314,1464,1104
1315,225,84
1316,98,54
1317,13,8
1318,1,0
1319,40,21
1320,1,1
1321,2,0
1322,3,2
1323,3,2
1324,5,2
1325,3,3
1326,2,1
1327,3,0
1328,3,3
1329,378,68
1330,1,0
1331,21,14
1332,6,5
1333,1,0
1334,35,17
1335,11,5
1336,1,1
1337,34,18
1338,8,4
1339,12,3
1340,1525,1286
1341,1,1
1342,14,10
1343,3,3
1344,2,1
1345,1,0
1346,1,1
1347,4,1
1348,1,1
1349,8,4
1350,123,79
1351,3,0
1352,3,3
1353,23,14
1354,3,0
1355,1,0
1356,9,8
1357,1429,412
1358,338,188
1359,95,56
1360,20,5
1361,636,454
1362,235,170
1363,50,27
1364,9,6
1365,12,2
1366,2,1
1367,34,15
1368,19,5
1369,3,2
1370,2,1
1371,507,388
1372,67,38
1373,4,2
1374,2,1
1375,1040,706
1376,11,9
1377,8,3
1378,49,34
1379,2938,1570
1380,2,1
1381,9,6
1382,54,12
1383,36,12
1384,6,4
1385,10,0
1386,7,4
1387,12,7
1388,7,0
1389,15455,12263
1390,20,9
1391,38,29
1392,2,1
1393,12,9
1394,37908,30648
1395,7,4
1396,1,0
1397,118,79
1398,1794,394
1399,3,1
1400,3,1
1401,7,3
1402,1,1
1403,4,4
1404,1,0
1405,1,0
1406,1,0
1407,4,1
1408,9,6
1409,2,0
1410,5,0
1411,3,1
1412,409,62
1413,1,0
1414,91,66
1415,2,0
1416,7,7
1417,5,0
1418,32,10
1419,15,14
1420,18,10
1421,46,37
1422,5,4
1423,5,3
1424,5,1
1425,15,10
1426,1,0
1427,13,1
1428,433,216
1429,10,4
1430,840,252
1431,4,4
1432,11,3
1433,6,2
1434,3,0
1435,3,2
1436,435,160
1437,303,215
1438,17,12
1439,2654,919
1440,3,1
1441,27,20
1442,2520,1643
1443,2,0
1444,5,4
1445,1,0
1446,3,1
1447,21,8
1448,22,9
1449,28,9
1450,1,0
1451,615,435
1452,18,6
1453,5,3
1454,33,11
1455,4,0
1456,2,0
1457,2,0
1458,4,4
1459,4,2
1460,4,0
1461,1,1
1462,1,0
1463,7,5
1464,272,76
1465,2727,1999
1466,4,2
1467,21,15
1468,1,1
1469,366,92
1470,21,15
1471,6,3
1472,2,0
1473,5,2
1474,1,0
1475,3,0
1476,2,0
1477,4,3
1478,5,3
1479,14,9
1480,1,0
1481,4,1
1482,2,1
1483,1,0
1484,352,293
1485,1,1
1486,36,20
1487,2,1
1488,5,2
1489,3,3
1490,4,0
1491,1,0
1492,6,3
1493,2,1
1494,1,0
1495,24,17
1496,6,3
1497,1,1
1498,154,125
1499,1,0
1500,221,165
1501,1,1
1502,15,8
1503,1,0
1504,17,11
1505,5,1
1506,2,1
1507,3,2
1508,12,3
1509,48,26
1510,2250,802
1511,8,6
1512,201,19
1513,5,4
1514,1,1
1515,1,1
1516,1,0
1517,1,1
1518,18,8
1519,4,1
1520,4,2
1521,376,303
1522,2,0
1523,7,5
1524,1,0
1525,2,1
1526,108,60
1527,5456,4143
1528,6,1
1529,8,4
1530,4,2
1531,170,131
1532,4,2
1533,1,0
1534,4,2
1535,2,2
1536,1030,859
1537,18,14
1538,39,15
1539,11,11
1540,1,1
1541,41,31
1542,3,3
1543,53,28
1544,2825,882
1545,1,0
1546,2,1
1547,13,6
1548,33,27
1549,131,66
1550,16,10
1551,8,5
1552,765,301
1553,11,5
1554,211,171
1555,318,214
1556,12,5
1557,5,2
1558,80,58
1559,1,1
1560,20,6
1561,22,11
1562,2,0
1563,4,2
1564,12,8
1565,4,3
1566,2,1
1567,2,2
1568,17,1
1569,2,1
1570,1,1
1571,17,1
1572,91,42
1573,2,1
1574,2,1
1575,4,3
1576,9,4
1577,14,5
1578,3,2
1579,2,1
1580,23,8
1581,700,334
1582,2,0
1583,6,1
1584,19,14
1585,201,17
1586,7,1
1587,1,0
1588,1,1
1589,164,39
1590,3,1
1591,22957,18796
1592,4,3
1593,10,8
1594,10,9
1595,1,1
1596,3,1
1597,3,1
1598,1,0
1599,9,7
1600,4,3
1601,1,0
1602,2,1
1603,1,0
1604,1626,1272
1605,4,0
1606,2,1
1607,1,0
1608,6,0
1609,141,107
1610,23,12
1611,1,0
1612,2,0
1613,24,11
1614,310,224
1615,2,2
1616,2,1
1617,1,0
1618,4,1
1619,65,49
1620,5366,2282
1621,2,1
1622,41,34
1623,5,2
1624,7,3
1625,22,4
1626,29,2
1627,6,1
1628,3,1
1629,11,1
1630,196,90
1631,1849,1264
1632,17,12
1633,1,0
1634,199,88
1635,2,0
1636,1,1
1637,42,23
1638,4867,2254
1639,36,19
1640,2,2
1641,5,2
1642,2,1
1643,11,4
1644,4,0
1645,5,0
1646,1,0
1647,24,19
1648,1,1
1649,812,382
1650,36,24
1651,266,106
1652,1,0
1653,1,0
1654,111,77
1655,5,0
1656,3,0
1657,175,118
1658,1,0
1659,2,0
1660,146,109
1661,2,2
1662,6,1
1663,1,0
1664,1,1
1665,1,0
1666,228,188
1667,1,1
1668,16,11
1669,10,3
1670,14,11
1671,2,2
1672,1,0
1673,12,10
1674,3,0
1675,5,5
1676,6,3
1677,38,31
1678,15,10
1679,2,1
1680,4,3
1681,2,1
1682,19,11
1683,1042,695
1684,9,7
1685,1,0
1686,1816,966
1687,9,6
1688,2,1
1689,8,3
1690,10,5
1691,2,1
1692,2,0
1693,1,0
1694,1,1
1695,8017,1535
1696,1,1
1697,1,0
1698,4,3
1699,2,1
1700,33,19
1701,3,1
1702,8,3
1703,11,5
1704,6,4
1705,1,0
1706,6,1
1707,2,0
1708,4832,3971
1709,1,1
1710,326,285
1711,18,8
1712,1,1
1713,284,99
1714,144,37
1715,4,4
1716,1,1
1717,640,89
1718,2,0
1719,14,7
1720,9,3
1721,1,0
1722,5,0
1723,210,99
1724,12,8
1725,6,5
1726,239,24
1727,3,2
1728,69,48
1729,14,2
1730,12,2
1731,304,137
1732,3,1
1733,1,0
1734,1,0
1735,3,1
1736,3,2
1737,1,1
1738,2,2
1739,1,0
1740,2,0
1741,3,2
1742,1,0
1743,1,0
1744,1,0
1745,1,0
1746,1,0
1747,32,11
1748,1,1
1749,423,295
1750,2,1
1751,2,1
1752,1,0
1753,2,2
1754,3,1
1755,1,0
1756,2153,1198
1757,15,13
1758,2,2
1759,8,7
1760,182,151
1761,443,243
1762,6735,4284
1763,1,1
1764,3339,2533
1765,2,0
1766,2,0
1767,4,3
1768,4,4
1769,1,0
1770,11,8
1771,76,51
1772,103,84
1773,200,103
1774,19,7
1775,2,2
1776,6,5
1777,2,1
1778,4,2
1779,2,1
1780,41,7
1781,1,0
1782,3,0
1783,67,28
1784,4,0
1785,551,203
1786,4656,3362
1787,3,1
1788,1,1
1789,3,0
1790,24,8
1791,8,3
1792,7,3
1793,3,0
1794,5,4
1795,29,17
1796,19,7
1797,5,5
1798,17996,11967
1799,21,5
1800,1,1
1801,1,0
1802,623,359
1803,2,2
1804,21,13
1805,466,250
1806,3,1
1807,1,1
1808,4,0
1809,7,2
1810,281,160
1811,2,0
1812,7,4
1813,84,28
1814,764,500
1815,6,3
1816,4,1
1817,1,0
1818,2,0
1819,184,49
1820,14,4
1821,2,2
1822,1,0
1823,352,272
1824,1,0
1825,4,3
1826,2,0
1827,8,5
1828,17,1
1829,1,0
1830,1,1
1831,3,0
1832,54,16
1833,2,1
1834,4,2
1835,1,0
1836,2,1
1837,2796,1136
1838,2,2
1839,2,1
1840,559,110
1841,2,1
1842,45,27
1843,1,0
1844,2,1
1845,1,0
1846,1,0
1847,1,0
1848,2,2
1849,540,270
1850,1,1
1851,10,3
1852,7,6
1853,136,100
1854,15,5
1855,173,59
1856,3,0
1857,1,0
1858,2,1
1859,4,3
1860,816,153
1861,11,8
1862,3,0
1863,1,1
1864,197,98
1865,1,1
1866,148,59
1867,1,0
1868,1,0
1869,2,0
1870,1,1
1871,773,491
1872,20,9
1873,7,3
1874,2301,1599
1875,10,7
1876,4,0
1877,1,0
1878,380,123
1879,36,21
1880,1,0
1881,5,3
1882,2268,471
1883,1,0
1884,15,12
1885,4,0
1886,2,0
1887,36,31
1888,1,1
1889,1,0
1890,17,6
1891,4,3
1892,4,1
1893,2,2
1894,17,2
1895,15,10
1896,61,42
1897,3,1
1898,1,0
1899,1,1
1900,3,0
1901,3,2
1902,5,1
1903,1,0
1904,10,7
1905,4,2
1906,1,0
1907,2,0
1908,26,18
1909,1,0
1910,67,28
1911,163,92
1912,1,0
1913,11,9
1914,1,0
1915,1,0
1916,2151,1593
1917,36,29
1918,1,0
1919,351,304
1920,215,158
1921,2,1
1922,6,3
1923,3,2
1924,1,0
1925,29,11
1926,4,1
1927,1,0
1928,1,0
1929,22,6
1930,60,47
1931,7463,5621
1932,15,1
1933,3,2
1934,112,39
1935,1,0
1936,3,1
1937,13,7
1938,64,15
1939,1,0
1940,3,1
1941,1,0
1942,2,0
1943,52,27
1944,3546,476
1945,88,37
1946,3,0
1947,5,1
1948,3,0
1949,32,20
1950,9240,4802
1951,3,0
1952,6,4
1953,1233,595
1954,2,1
1955,1,1
1956,9872,1395
1957,332,262
1958,3,3
1959,2,2
1960,428,25
1961,351,180
1962,1,1
1963,8,4
1964,149,53
1965,3,0
1966,126,41
1967,18,3
1968,537,217
1969,1850,459
1970,4,1
1971,1,0
1972,72,35
1973,1,0
1974,14,4
1975,5,1
1976,19,11
1977,75,48
1978,2,0
1979,1,0
1980,84,28
1981,1,1
1982,11,5
1983,89,25
1984,13,6
1985,496,374
1986,4,4
1987,27,17
1988,2,0
1989,56,29
1990,5,4
1991,1069,910
1992,1,0
1993,32,13
1994,440,302
1995,28,23
1996,3,0
1997,6,5
1998,1202,384
1999,17,2
2000,25,3
2001,31,13
2002,1,1
2003,3,2
2004,94,64
2005,10,1
2006,739,234
2007,4,0
2008,8,2
2009,5,2
2010,13,2
2011,38,32
2012,122,72
2013,86,68
2014,8,5
2015,34,21
2016,2,2
2017,11,3
2018,42,7
2019,424,292
2020,5,3
2021,1,0
2022,2,2
2023,380,284
2024,61,32
2025,650,237
2026,1,0
2027,13,7
2028,34,13
2029,1,1
2030,66,31
2031,2,1
2032,2,0
2033,787,560
2034,363,188
2035,100,45
2036,3,0
2037,77,18
2038,182,109
2039,338,165
2040,1,0
2041,10,2
2042,6,0
2043,5,1
2044,2,1
2045,7,5
2046,13,2
2047,3,2
2048,12,9
2049,4,1
2050,7,6
2051,27,14
2052,913,476
2053,18,4
2054,2,1
2055,1,0
2056,14,6
2057,273,105
2058,6,2
2059,3,2
2060,1,0
2061,2,0
2062,4,2
2063,5,4
2064,54,39
2065,1,1
2066,1,0
2067,1,0
2068,6,1
2069,6,4
2070,1,1
2071,7,4
2072,4,2
2073,14,11
2074,13619,10354
2075,2,0
2076,45,36
2077,2,1
2078,68,46
2079,5,4
2080,1,0
2081,13,5
2082,2,1
2083,28,9
2084,175,103
2085,3,2
2086,2,2
2087,3,2
2088,30,21
2089,3,0
2090,4,2
2091,2,1
2092,6,0
2093,4,1
2094,352,67
2095,64,33
2096,11,6
2097,6,2
2098,3,0
2099,73,33
2100,25343,22502
2101,2,1
2102,9,7
2103,33,14
2104,851,485
2105,18,11
2106,15,7
2107,2,0
